date,model,portfolio_size,selected_tickers,ticker_scores,portfolio_return
2020-01-31,volume_heavy,3,"YKBNK.IS, SISE.IS, ARCLK.IS","YKBNK.IS:0.8059, SISE.IS:0.7382, ARCLK.IS:0.6824",-0.1685840134588602
2020-01-31,volume_heavy,5,"YKBNK.IS, SISE.IS, ARCLK.IS, PETKM.IS, ASELS.IS","YKBNK.IS:0.8059, SISE.IS:0.7382, ARCLK.IS:0.6824, PETKM.IS:0.6676, ASELS.IS:0.6029",-0.0870433082436179
2020-01-31,volume_heavy,10,"YKBNK.IS, SISE.IS, ARCLK.IS, PETKM.IS, ASELS.IS, GARAN.IS, AKBNK.IS, FROTO.IS, TCELL.IS, TOASO.IS","YKBNK.IS:0.8059, SISE.IS:0.7382, ARCLK.IS:0.6824, PETKM.IS:0.6676, ASELS.IS:0.6029, GARAN.IS:0.5882, AKBNK.IS:0.5735, FROTO.IS:0.5676, TCELL.IS:0.5529, TOASO.IS:0.5500",-0.08843697354732918
2020-01-31,volume_heavy,15,"YKBNK.IS, SISE.IS, ARCLK.IS, PETKM.IS, ASELS.IS, GARAN.IS, AKBNK.IS, FROTO.IS, TCELL.IS, TOASO.IS, EREGL.IS, THYAO.IS, SAHOL.IS, PGSUS.IS, TUPRS.IS","YKBNK.IS:0.8059, SISE.IS:0.7382, ARCLK.IS:0.6824, PETKM.IS:0.6676, ASELS.IS:0.6029, GARAN.IS:0.5882, AKBNK.IS:0.5735, FROTO.IS:0.5676, TCELL.IS:0.5529, TOASO.IS:0.5500, EREGL.IS:0.5235, THYAO.IS:0.4588, SAHOL.IS:0.4118, PGSUS.IS:0.3706, TUPRS.IS:0.3618",-0.10504351514368666
2020-02-29,low_volatility,3,"BIMAS.IS, TOASO.IS, TCELL.IS","BIMAS.IS:0.8250, TOASO.IS:0.7868, TCELL.IS:0.7662",-0.09968912945166704
2020-02-29,low_volatility,5,"BIMAS.IS, TOASO.IS, TCELL.IS, EREGL.IS, FROTO.IS","BIMAS.IS:0.8250, TOASO.IS:0.7868, TCELL.IS:0.7662, EREGL.IS:0.7279, FROTO.IS:0.7221",-0.1437050864385516
2020-02-29,low_volatility,10,"BIMAS.IS, TOASO.IS, TCELL.IS, EREGL.IS, FROTO.IS, ASELS.IS, ARCLK.IS, TUPRS.IS, PETKM.IS, SISE.IS","BIMAS.IS:0.8250, TOASO.IS:0.7868, TCELL.IS:0.7662, EREGL.IS:0.7279, FROTO.IS:0.7221, ASELS.IS:0.6574, ARCLK.IS:0.5824, TUPRS.IS:0.5441, PETKM.IS:0.5412, SISE.IS:0.5147",-0.16791453647851254
2020-02-29,low_volatility,15,"BIMAS.IS, TOASO.IS, TCELL.IS, EREGL.IS, FROTO.IS, ASELS.IS, ARCLK.IS, TUPRS.IS, PETKM.IS, SISE.IS, KCHOL.IS, SAHOL.IS, GARAN.IS, YKBNK.IS, AKBNK.IS","BIMAS.IS:0.8250, TOASO.IS:0.7868, TCELL.IS:0.7662, EREGL.IS:0.7279, FROTO.IS:0.7221, ASELS.IS:0.6574, ARCLK.IS:0.5824, TUPRS.IS:0.5441, PETKM.IS:0.5412, SISE.IS:0.5147, KCHOL.IS:0.5088, SAHOL.IS:0.4235, GARAN.IS:0.3412, YKBNK.IS:0.3353, AKBNK.IS:0.3176",-0.16829056217691982
2020-02-29,mixed_model,3,"ASELS.IS, TOASO.IS, FROTO.IS","ASELS.IS:0.8971, TOASO.IS:0.8706, FROTO.IS:0.8324",-0.2492841340887776
2020-02-29,mixed_model,5,"ASELS.IS, TOASO.IS, FROTO.IS, TCELL.IS, BIMAS.IS","ASELS.IS:0.8971, TOASO.IS:0.8706, FROTO.IS:0.8324, TCELL.IS:0.7235, BIMAS.IS:0.7176",-0.15455195276883327
2020-02-29,mixed_model,10,"ASELS.IS, TOASO.IS, FROTO.IS, TCELL.IS, BIMAS.IS, EREGL.IS, SISE.IS, PETKM.IS, ARCLK.IS, KCHOL.IS","ASELS.IS:0.8971, TOASO.IS:0.8706, FROTO.IS:0.8324, TCELL.IS:0.7235, BIMAS.IS:0.7176, EREGL.IS:0.6824, SISE.IS:0.6471, PETKM.IS:0.5382, ARCLK.IS:0.4324, KCHOL.IS:0.4235",-0.16638113561470427
2020-02-29,mixed_model,15,"ASELS.IS, TOASO.IS, FROTO.IS, TCELL.IS, BIMAS.IS, EREGL.IS, SISE.IS, PETKM.IS, ARCLK.IS, KCHOL.IS, YKBNK.IS, SAHOL.IS, GARAN.IS, TUPRS.IS, THYAO.IS","ASELS.IS:0.8971, TOASO.IS:0.8706, FROTO.IS:0.8324, TCELL.IS:0.7235, BIMAS.IS:0.7176, EREGL.IS:0.6824, SISE.IS:0.6471, PETKM.IS:0.5382, ARCLK.IS:0.4324, KCHOL.IS:0.4235, YKBNK.IS:0.3912, SAHOL.IS:0.3735, GARAN.IS:0.3618, TUPRS.IS:0.3500, THYAO.IS:0.3382",-0.17266679284191908
2020-02-29,momentum_heavy,3,"ASELS.IS, TOASO.IS, FROTO.IS","ASELS.IS:0.9485, TOASO.IS:0.8868, FROTO.IS:0.8662",-0.2492841340887776
2020-02-29,momentum_heavy,5,"ASELS.IS, TOASO.IS, FROTO.IS, TCELL.IS, BIMAS.IS","ASELS.IS:0.9485, TOASO.IS:0.8868, FROTO.IS:0.8662, TCELL.IS:0.7338, BIMAS.IS:0.7221",-0.15455195276883327
2020-02-29,momentum_heavy,10,"ASELS.IS, TOASO.IS, FROTO.IS, TCELL.IS, BIMAS.IS, EREGL.IS, SISE.IS, PETKM.IS, ARCLK.IS, KCHOL.IS","ASELS.IS:0.9485, TOASO.IS:0.8868, FROTO.IS:0.8662, TCELL.IS:0.7338, BIMAS.IS:0.7221, EREGL.IS:0.7074, SISE.IS:0.6735, PETKM.IS:0.5824, ARCLK.IS:0.4235, KCHOL.IS:0.3853",-0.16638113561470427
2020-02-29,momentum_heavy,15,"ASELS.IS, TOASO.IS, FROTO.IS, TCELL.IS, BIMAS.IS, EREGL.IS, SISE.IS, PETKM.IS, ARCLK.IS, KCHOL.IS, YKBNK.IS, GARAN.IS, SAHOL.IS, THYAO.IS, TUPRS.IS","ASELS.IS:0.9485, TOASO.IS:0.8868, FROTO.IS:0.8662, TCELL.IS:0.7338, BIMAS.IS:0.7221, EREGL.IS:0.7074, SISE.IS:0.6735, PETKM.IS:0.5824, ARCLK.IS:0.4235, KCHOL.IS:0.3853, YKBNK.IS:0.3588, GARAN.IS:0.3529, SAHOL.IS:0.3441, THYAO.IS:0.3441, TUPRS.IS:0.2853",-0.17266679284191908
2020-02-29,trend_following,3,"ASELS.IS, FROTO.IS, TOASO.IS","ASELS.IS:0.9412, FROTO.IS:0.8853, TOASO.IS:0.8588",-0.2492841340887776
2020-02-29,trend_following,5,"ASELS.IS, FROTO.IS, TOASO.IS, TCELL.IS, BIMAS.IS","ASELS.IS:0.9412, FROTO.IS:0.8853, TOASO.IS:0.8588, TCELL.IS:0.7471, BIMAS.IS:0.7441",-0.15455195276883327
2020-02-29,trend_following,10,"ASELS.IS, FROTO.IS, TOASO.IS, TCELL.IS, BIMAS.IS, EREGL.IS, SISE.IS, PETKM.IS, ARCLK.IS, YKBNK.IS","ASELS.IS:0.9412, FROTO.IS:0.8853, TOASO.IS:0.8588, TCELL.IS:0.7471, BIMAS.IS:0.7441, EREGL.IS:0.7235, SISE.IS:0.5765, PETKM.IS:0.5147, ARCLK.IS:0.4059, YKBNK.IS:0.3824",-0.1613996353404643
2020-02-29,trend_following,15,"ASELS.IS, FROTO.IS, TOASO.IS, TCELL.IS, BIMAS.IS, EREGL.IS, SISE.IS, PETKM.IS, ARCLK.IS, YKBNK.IS, KCHOL.IS, GARAN.IS, SAHOL.IS, THYAO.IS, TUPRS.IS","ASELS.IS:0.9412, FROTO.IS:0.8853, TOASO.IS:0.8588, TCELL.IS:0.7471, BIMAS.IS:0.7441, EREGL.IS:0.7235, SISE.IS:0.5765, PETKM.IS:0.5147, ARCLK.IS:0.4059, YKBNK.IS:0.3824, KCHOL.IS:0.3794, GARAN.IS:0.3647, SAHOL.IS:0.3588, THYAO.IS:0.3353, TUPRS.IS:0.3088",-0.1726667928419191
2020-02-29,volume_heavy,3,"ASELS.IS, TOASO.IS, FROTO.IS","ASELS.IS:0.8941, TOASO.IS:0.8912, FROTO.IS:0.7794",-0.2492841340887776
2020-02-29,volume_heavy,5,"ASELS.IS, TOASO.IS, FROTO.IS, SISE.IS, TCELL.IS","ASELS.IS:0.8941, TOASO.IS:0.8912, FROTO.IS:0.7794, SISE.IS:0.7059, TCELL.IS:0.6382",-0.19728231753577152
2020-02-29,volume_heavy,10,"ASELS.IS, TOASO.IS, FROTO.IS, SISE.IS, TCELL.IS, BIMAS.IS, YKBNK.IS, EREGL.IS, KCHOL.IS, SAHOL.IS","ASELS.IS:0.8941, TOASO.IS:0.8912, FROTO.IS:0.7794, SISE.IS:0.7059, TCELL.IS:0.6382, BIMAS.IS:0.6000, YKBNK.IS:0.5676, EREGL.IS:0.5206, KCHOL.IS:0.5088, SAHOL.IS:0.4500",-0.1537007571282555
2020-02-29,volume_heavy,15,"ASELS.IS, TOASO.IS, FROTO.IS, SISE.IS, TCELL.IS, BIMAS.IS, YKBNK.IS, EREGL.IS, KCHOL.IS, SAHOL.IS, TUPRS.IS, GARAN.IS, PETKM.IS, THYAO.IS, ARCLK.IS","ASELS.IS:0.8941, TOASO.IS:0.8912, FROTO.IS:0.7794, SISE.IS:0.7059, TCELL.IS:0.6382, BIMAS.IS:0.6000, YKBNK.IS:0.5676, EREGL.IS:0.5206, KCHOL.IS:0.5088, SAHOL.IS:0.4500, TUPRS.IS:0.4412, GARAN.IS:0.4088, PETKM.IS:0.4000, THYAO.IS:0.3735, ARCLK.IS:0.3441",-0.17266679284191908
2020-03-31,low_volatility,3,"BIMAS.IS, EREGL.IS, TCELL.IS","BIMAS.IS:0.9412, EREGL.IS:0.8618, TCELL.IS:0.7971",0.10177827688042755
2020-03-31,low_volatility,5,"BIMAS.IS, EREGL.IS, TCELL.IS, ASELS.IS, SAHOL.IS","BIMAS.IS:0.9412, EREGL.IS:0.8618, TCELL.IS:0.7971, ASELS.IS:0.6088, SAHOL.IS:0.5882",0.11814417584209283
2020-03-31,low_volatility,10,"BIMAS.IS, EREGL.IS, TCELL.IS, ASELS.IS, SAHOL.IS, AKBNK.IS, PETKM.IS, SISE.IS, YKBNK.IS, ARCLK.IS","BIMAS.IS:0.9412, EREGL.IS:0.8618, TCELL.IS:0.7971, ASELS.IS:0.6088, SAHOL.IS:0.5882, AKBNK.IS:0.5706, PETKM.IS:0.5676, SISE.IS:0.5471, YKBNK.IS:0.4765, ARCLK.IS:0.4706",0.13218849172906885
2020-03-31,low_volatility,15,"BIMAS.IS, EREGL.IS, TCELL.IS, ASELS.IS, SAHOL.IS, AKBNK.IS, PETKM.IS, SISE.IS, YKBNK.IS, ARCLK.IS, GARAN.IS, TUPRS.IS, TOASO.IS, KCHOL.IS, FROTO.IS","BIMAS.IS:0.9412, EREGL.IS:0.8618, TCELL.IS:0.7971, ASELS.IS:0.6088, SAHOL.IS:0.5882, AKBNK.IS:0.5706, PETKM.IS:0.5676, SISE.IS:0.5471, YKBNK.IS:0.4765, ARCLK.IS:0.4706, GARAN.IS:0.4706, TUPRS.IS:0.4676, TOASO.IS:0.4176, KCHOL.IS:0.4059, FROTO.IS:0.3882",0.15798197909346406
2020-03-31,mixed_model,3,"BIMAS.IS, EREGL.IS, ASELS.IS","BIMAS.IS:0.9324, EREGL.IS:0.8412, ASELS.IS:0.8059",0.10864059413733192
2020-03-31,mixed_model,5,"BIMAS.IS, EREGL.IS, ASELS.IS, TCELL.IS, SISE.IS","BIMAS.IS:0.9324, EREGL.IS:0.8412, ASELS.IS:0.8059, TCELL.IS:0.7971, SISE.IS:0.5971",0.12683779101043338
2020-03-31,mixed_model,10,"BIMAS.IS, EREGL.IS, ASELS.IS, TCELL.IS, SISE.IS, GARAN.IS, SAHOL.IS, PETKM.IS, YKBNK.IS, AKBNK.IS","BIMAS.IS:0.9324, EREGL.IS:0.8412, ASELS.IS:0.8059, TCELL.IS:0.7971, SISE.IS:0.5971, GARAN.IS:0.5912, SAHOL.IS:0.5735, PETKM.IS:0.5618, YKBNK.IS:0.5206, AKBNK.IS:0.4794",0.11188357212798057
2020-03-31,mixed_model,15,"BIMAS.IS, EREGL.IS, ASELS.IS, TCELL.IS, SISE.IS, GARAN.IS, SAHOL.IS, PETKM.IS, YKBNK.IS, AKBNK.IS, FROTO.IS, TOASO.IS, ARCLK.IS, KCHOL.IS, THYAO.IS","BIMAS.IS:0.9324, EREGL.IS:0.8412, ASELS.IS:0.8059, TCELL.IS:0.7971, SISE.IS:0.5971, GARAN.IS:0.5912, SAHOL.IS:0.5735, PETKM.IS:0.5618, YKBNK.IS:0.5206, AKBNK.IS:0.4794, FROTO.IS:0.4588, TOASO.IS:0.4382, ARCLK.IS:0.3294, KCHOL.IS:0.3235, THYAO.IS:0.2912",0.15712729485256857
2020-03-31,momentum_heavy,3,"BIMAS.IS, EREGL.IS, ASELS.IS","BIMAS.IS:0.9353, EREGL.IS:0.8706, ASELS.IS:0.8588",0.10864059413733192
2020-03-31,momentum_heavy,5,"BIMAS.IS, EREGL.IS, ASELS.IS, TCELL.IS, SISE.IS","BIMAS.IS:0.9353, EREGL.IS:0.8706, ASELS.IS:0.8588, TCELL.IS:0.8294, SISE.IS:0.6529",0.12683779101043338
2020-03-31,momentum_heavy,10,"BIMAS.IS, EREGL.IS, ASELS.IS, TCELL.IS, SISE.IS, PETKM.IS, SAHOL.IS, GARAN.IS, YKBNK.IS, FROTO.IS","BIMAS.IS:0.9353, EREGL.IS:0.8706, ASELS.IS:0.8588, TCELL.IS:0.8294, SISE.IS:0.6529, PETKM.IS:0.5971, SAHOL.IS:0.5971, GARAN.IS:0.5941, YKBNK.IS:0.5059, FROTO.IS:0.4529",0.1391311541925584
2020-03-31,momentum_heavy,15,"BIMAS.IS, EREGL.IS, ASELS.IS, TCELL.IS, SISE.IS, PETKM.IS, SAHOL.IS, GARAN.IS, YKBNK.IS, FROTO.IS, AKBNK.IS, TOASO.IS, THYAO.IS, KCHOL.IS, ARCLK.IS","BIMAS.IS:0.9353, EREGL.IS:0.8706, ASELS.IS:0.8588, TCELL.IS:0.8294, SISE.IS:0.6529, PETKM.IS:0.5971, SAHOL.IS:0.5971, GARAN.IS:0.5941, YKBNK.IS:0.5059, FROTO.IS:0.4529, AKBNK.IS:0.4412, TOASO.IS:0.4412, THYAO.IS:0.3000, KCHOL.IS:0.2971, ARCLK.IS:0.2824",0.15712729485256857
2020-03-31,trend_following,3,"BIMAS.IS, ASELS.IS, EREGL.IS","BIMAS.IS:0.9500, ASELS.IS:0.8735, EREGL.IS:0.7588",0.10864059413733192
2020-03-31,trend_following,5,"BIMAS.IS, ASELS.IS, EREGL.IS, TCELL.IS, SISE.IS","BIMAS.IS:0.9500, ASELS.IS:0.8735, EREGL.IS:0.7588, TCELL.IS:0.7324, SISE.IS:0.5941",0.12683779101043338
2020-03-31,trend_following,10,"BIMAS.IS, ASELS.IS, EREGL.IS, TCELL.IS, SISE.IS, PETKM.IS, SAHOL.IS, GARAN.IS, YKBNK.IS, FROTO.IS","BIMAS.IS:0.9500, ASELS.IS:0.8735, EREGL.IS:0.7588, TCELL.IS:0.7324, SISE.IS:0.5941, PETKM.IS:0.5647, SAHOL.IS:0.5588, GARAN.IS:0.5529, YKBNK.IS:0.5059, FROTO.IS:0.4676",0.1391311541925584
2020-03-31,trend_following,15,"BIMAS.IS, ASELS.IS, EREGL.IS, TCELL.IS, SISE.IS, PETKM.IS, SAHOL.IS, GARAN.IS, YKBNK.IS, FROTO.IS, AKBNK.IS, TOASO.IS, KCHOL.IS, ARCLK.IS, THYAO.IS","BIMAS.IS:0.9500, ASELS.IS:0.8735, EREGL.IS:0.7588, TCELL.IS:0.7324, SISE.IS:0.5941, PETKM.IS:0.5647, SAHOL.IS:0.5588, GARAN.IS:0.5529, YKBNK.IS:0.5059, FROTO.IS:0.4676, AKBNK.IS:0.4529, TOASO.IS:0.4500, KCHOL.IS:0.3471, ARCLK.IS:0.3412, THYAO.IS:0.3324",0.15712729485256857
2020-03-31,volume_heavy,3,"BIMAS.IS, EREGL.IS, ASELS.IS","BIMAS.IS:0.9059, EREGL.IS:0.7706, ASELS.IS:0.7441",0.10864059413733192
2020-03-31,volume_heavy,5,"BIMAS.IS, EREGL.IS, ASELS.IS, TCELL.IS, GARAN.IS","BIMAS.IS:0.9059, EREGL.IS:0.7706, ASELS.IS:0.7441, TCELL.IS:0.7294, GARAN.IS:0.7088",0.09452269295200884
2020-03-31,volume_heavy,10,"BIMAS.IS, EREGL.IS, ASELS.IS, TCELL.IS, GARAN.IS, YKBNK.IS, AKBNK.IS, FROTO.IS, SAHOL.IS, SISE.IS","BIMAS.IS:0.9059, EREGL.IS:0.7706, ASELS.IS:0.7441, TCELL.IS:0.7294, GARAN.IS:0.7088, YKBNK.IS:0.6265, AKBNK.IS:0.5559, FROTO.IS:0.5265, SAHOL.IS:0.4971, SISE.IS:0.4441",0.12611365287712414
2020-03-31,volume_heavy,15,"BIMAS.IS, EREGL.IS, ASELS.IS, TCELL.IS, GARAN.IS, YKBNK.IS, AKBNK.IS, FROTO.IS, SAHOL.IS, SISE.IS, PETKM.IS, TOASO.IS, PGSUS.IS, ARCLK.IS, KCHOL.IS","BIMAS.IS:0.9059, EREGL.IS:0.7706, ASELS.IS:0.7441, TCELL.IS:0.7294, GARAN.IS:0.7088, YKBNK.IS:0.6265, AKBNK.IS:0.5559, FROTO.IS:0.5265, SAHOL.IS:0.4971, SISE.IS:0.4441, PETKM.IS:0.4382, TOASO.IS:0.4235, PGSUS.IS:0.4176, ARCLK.IS:0.3647, KCHOL.IS:0.3353",0.18164583521310346
2020-04-30,low_volatility,3,"TCELL.IS, BIMAS.IS, EREGL.IS","TCELL.IS:0.8147, BIMAS.IS:0.8029, EREGL.IS:0.7853",0.042388332041225496
2020-04-30,low_volatility,5,"TCELL.IS, BIMAS.IS, EREGL.IS, SISE.IS, SAHOL.IS","TCELL.IS:0.8147, BIMAS.IS:0.8029, EREGL.IS:0.7853, SISE.IS:0.6824, SAHOL.IS:0.6176",0.03778012030943154
2020-04-30,low_volatility,10,"TCELL.IS, BIMAS.IS, EREGL.IS, SISE.IS, SAHOL.IS, PETKM.IS, TOASO.IS, ASELS.IS, ARCLK.IS, FROTO.IS","TCELL.IS:0.8147, BIMAS.IS:0.8029, EREGL.IS:0.7853, SISE.IS:0.6824, SAHOL.IS:0.6176, PETKM.IS:0.6059, TOASO.IS:0.5853, ASELS.IS:0.5735, ARCLK.IS:0.5265, FROTO.IS:0.5147",0.024910832507426185
2020-04-30,low_volatility,15,"TCELL.IS, BIMAS.IS, EREGL.IS, SISE.IS, SAHOL.IS, PETKM.IS, TOASO.IS, ASELS.IS, ARCLK.IS, FROTO.IS, TUPRS.IS, AKBNK.IS, KCHOL.IS, YKBNK.IS, PGSUS.IS","TCELL.IS:0.8147, BIMAS.IS:0.8029, EREGL.IS:0.7853, SISE.IS:0.6824, SAHOL.IS:0.6176, PETKM.IS:0.6059, TOASO.IS:0.5853, ASELS.IS:0.5735, ARCLK.IS:0.5265, FROTO.IS:0.5147, TUPRS.IS:0.4853, AKBNK.IS:0.4265, KCHOL.IS:0.4176, YKBNK.IS:0.3088, PGSUS.IS:0.3059",0.026816182714467562
2020-04-30,mixed_model,3,"BIMAS.IS, TCELL.IS, TOASO.IS","BIMAS.IS:0.7324, TCELL.IS:0.7206, TOASO.IS:0.7206",0.04622957529226505
2020-04-30,mixed_model,5,"BIMAS.IS, TCELL.IS, TOASO.IS, ASELS.IS, FROTO.IS","BIMAS.IS:0.7324, TCELL.IS:0.7206, TOASO.IS:0.7206, ASELS.IS:0.7176, FROTO.IS:0.6706",0.04553176920797055
2020-04-30,mixed_model,10,"BIMAS.IS, TCELL.IS, TOASO.IS, ASELS.IS, FROTO.IS, SISE.IS, EREGL.IS, PETKM.IS, ARCLK.IS, SAHOL.IS","BIMAS.IS:0.7324, TCELL.IS:0.7206, TOASO.IS:0.7206, ASELS.IS:0.7176, FROTO.IS:0.6706, SISE.IS:0.6382, EREGL.IS:0.6294, PETKM.IS:0.6147, ARCLK.IS:0.5588, SAHOL.IS:0.5206",0.024910832507426185
2020-04-30,mixed_model,15,"BIMAS.IS, TCELL.IS, TOASO.IS, ASELS.IS, FROTO.IS, SISE.IS, EREGL.IS, PETKM.IS, ARCLK.IS, SAHOL.IS, PGSUS.IS, TUPRS.IS, KCHOL.IS, THYAO.IS, YKBNK.IS","BIMAS.IS:0.7324, TCELL.IS:0.7206, TOASO.IS:0.7206, ASELS.IS:0.7176, FROTO.IS:0.6706, SISE.IS:0.6382, EREGL.IS:0.6294, PETKM.IS:0.6147, ARCLK.IS:0.5588, SAHOL.IS:0.5206, PGSUS.IS:0.4647, TUPRS.IS:0.4500, KCHOL.IS:0.3971, THYAO.IS:0.3706, YKBNK.IS:0.2824",0.04050205810852726
2020-04-30,momentum_heavy,3,"ASELS.IS, TOASO.IS, BIMAS.IS","ASELS.IS:0.7794, TOASO.IS:0.7794, BIMAS.IS:0.7206",0.08614112591008705
2020-04-30,momentum_heavy,5,"ASELS.IS, TOASO.IS, BIMAS.IS, FROTO.IS, TCELL.IS","ASELS.IS:0.7794, TOASO.IS:0.7794, BIMAS.IS:0.7206, FROTO.IS:0.7147, TCELL.IS:0.7118",0.04553176920797055
2020-04-30,momentum_heavy,10,"ASELS.IS, TOASO.IS, BIMAS.IS, FROTO.IS, TCELL.IS, SISE.IS, PETKM.IS, EREGL.IS, ARCLK.IS, SAHOL.IS","ASELS.IS:0.7794, TOASO.IS:0.7794, BIMAS.IS:0.7206, FROTO.IS:0.7147, TCELL.IS:0.7118, SISE.IS:0.6618, PETKM.IS:0.6118, EREGL.IS:0.6088, ARCLK.IS:0.5471, SAHOL.IS:0.5176",0.024910832507426185
2020-04-30,momentum_heavy,15,"ASELS.IS, TOASO.IS, BIMAS.IS, FROTO.IS, TCELL.IS, SISE.IS, PETKM.IS, EREGL.IS, ARCLK.IS, SAHOL.IS, PGSUS.IS, TUPRS.IS, THYAO.IS, KCHOL.IS, YKBNK.IS","ASELS.IS:0.7794, TOASO.IS:0.7794, BIMAS.IS:0.7206, FROTO.IS:0.7147, TCELL.IS:0.7118, SISE.IS:0.6618, PETKM.IS:0.6118, EREGL.IS:0.6088, ARCLK.IS:0.5471, SAHOL.IS:0.5176, PGSUS.IS:0.4647, TUPRS.IS:0.4324, THYAO.IS:0.4059, KCHOL.IS:0.3706, YKBNK.IS:0.2676",0.04050205810852726
2020-04-30,trend_following,3,"ASELS.IS, TOASO.IS, BIMAS.IS","ASELS.IS:0.7882, TOASO.IS:0.7735, BIMAS.IS:0.7676",0.08614112591008705
2020-04-30,trend_following,5,"ASELS.IS, TOASO.IS, BIMAS.IS, TCELL.IS, FROTO.IS","ASELS.IS:0.7882, TOASO.IS:0.7735, BIMAS.IS:0.7676, TCELL.IS:0.7559, FROTO.IS:0.7294",0.04553176920797055
2020-04-30,trend_following,10,"ASELS.IS, TOASO.IS, BIMAS.IS, TCELL.IS, FROTO.IS, SISE.IS, EREGL.IS, PETKM.IS, ARCLK.IS, SAHOL.IS","ASELS.IS:0.7882, TOASO.IS:0.7735, BIMAS.IS:0.7676, TCELL.IS:0.7559, FROTO.IS:0.7294, SISE.IS:0.6941, EREGL.IS:0.6735, PETKM.IS:0.5676, ARCLK.IS:0.5029, SAHOL.IS:0.4941",0.024910832507426185
2020-04-30,trend_following,15,"ASELS.IS, TOASO.IS, BIMAS.IS, TCELL.IS, FROTO.IS, SISE.IS, EREGL.IS, PETKM.IS, ARCLK.IS, SAHOL.IS, PGSUS.IS, TUPRS.IS, THYAO.IS, KCHOL.IS, YKBNK.IS","ASELS.IS:0.7882, TOASO.IS:0.7735, BIMAS.IS:0.7676, TCELL.IS:0.7559, FROTO.IS:0.7294, SISE.IS:0.6941, EREGL.IS:0.6735, PETKM.IS:0.5676, ARCLK.IS:0.5029, SAHOL.IS:0.4941, PGSUS.IS:0.4324, TUPRS.IS:0.4294, THYAO.IS:0.3882, KCHOL.IS:0.3882, YKBNK.IS:0.2265",0.04050205810852726
2020-04-30,volume_heavy,3,"BIMAS.IS, PETKM.IS, ARCLK.IS","BIMAS.IS:0.6882, PETKM.IS:0.6706, ARCLK.IS:0.6618",0.038174378944305976
2020-04-30,volume_heavy,5,"BIMAS.IS, PETKM.IS, ARCLK.IS, TCELL.IS, PGSUS.IS","BIMAS.IS:0.6882, PETKM.IS:0.6706, ARCLK.IS:0.6618, TCELL.IS:0.6471, PGSUS.IS:0.6265",0.04367321571955278
2020-04-30,volume_heavy,10,"BIMAS.IS, PETKM.IS, ARCLK.IS, TCELL.IS, PGSUS.IS, FROTO.IS, TOASO.IS, ASELS.IS, EREGL.IS, TUPRS.IS","BIMAS.IS:0.6882, PETKM.IS:0.6706, ARCLK.IS:0.6618, TCELL.IS:0.6471, PGSUS.IS:0.6265, FROTO.IS:0.6176, TOASO.IS:0.6000, ASELS.IS:0.5765, EREGL.IS:0.5206, TUPRS.IS:0.5147",0.024803074425272922
2020-04-30,volume_heavy,15,"BIMAS.IS, PETKM.IS, ARCLK.IS, TCELL.IS, PGSUS.IS, FROTO.IS, TOASO.IS, ASELS.IS, EREGL.IS, TUPRS.IS, KCHOL.IS, SISE.IS, SAHOL.IS, GARAN.IS, AKBNK.IS","BIMAS.IS:0.6882, PETKM.IS:0.6706, ARCLK.IS:0.6618, TCELL.IS:0.6471, PGSUS.IS:0.6265, FROTO.IS:0.6176, TOASO.IS:0.6000, ASELS.IS:0.5765, EREGL.IS:0.5206, TUPRS.IS:0.5147, KCHOL.IS:0.4912, SISE.IS:0.4794, SAHOL.IS:0.4618, GARAN.IS:0.4029, AKBNK.IS:0.3971",0.01757781967287486
2020-05-31,low_volatility,3,"BIMAS.IS, TCELL.IS, EREGL.IS","BIMAS.IS:0.8515, TCELL.IS:0.7779, EREGL.IS:0.7632",0.1143959458670069
2020-05-31,low_volatility,5,"BIMAS.IS, TCELL.IS, EREGL.IS, SAHOL.IS, SISE.IS","BIMAS.IS:0.8515, TCELL.IS:0.7779, EREGL.IS:0.7632, SAHOL.IS:0.6794, SISE.IS:0.6632",0.11296964827126418
2020-05-31,low_volatility,10,"BIMAS.IS, TCELL.IS, EREGL.IS, SAHOL.IS, SISE.IS, ASELS.IS, TOASO.IS, PETKM.IS, YKBNK.IS, KCHOL.IS","BIMAS.IS:0.8515, TCELL.IS:0.7779, EREGL.IS:0.7632, SAHOL.IS:0.6794, SISE.IS:0.6632, ASELS.IS:0.6221, TOASO.IS:0.5721, PETKM.IS:0.5382, YKBNK.IS:0.5206, KCHOL.IS:0.4382",0.11913905571625856
2020-05-31,low_volatility,15,"BIMAS.IS, TCELL.IS, EREGL.IS, SAHOL.IS, SISE.IS, ASELS.IS, TOASO.IS, PETKM.IS, YKBNK.IS, KCHOL.IS, AKBNK.IS, FROTO.IS, THYAO.IS, ARCLK.IS, TUPRS.IS","BIMAS.IS:0.8515, TCELL.IS:0.7779, EREGL.IS:0.7632, SAHOL.IS:0.6794, SISE.IS:0.6632, ASELS.IS:0.6221, TOASO.IS:0.5721, PETKM.IS:0.5382, YKBNK.IS:0.5206, KCHOL.IS:0.4382, AKBNK.IS:0.4368, FROTO.IS:0.4250, THYAO.IS:0.4191, ARCLK.IS:0.4118, TUPRS.IS:0.3588",0.11226891420514833
2020-05-31,mixed_model,3,"BIMAS.IS, ASELS.IS, TOASO.IS","BIMAS.IS:0.9118, ASELS.IS:0.7824, TOASO.IS:0.7353",0.10012560171668783
