date,model,portfolio_size,selected_tickers,ticker_scores,portfolio_return
2020-02-29,mixed_model,10,"ASELS.IS, TOASO.IS, FROTO.IS, TCELL.IS, BIMAS.IS, EREGL.IS, SISE.IS, PETKM.IS, ARCLK.IS, KCHOL.IS","ASELS.IS:0.8971, TOASO.IS:0.8706, FROTO.IS:0.8324, TCELL.IS:0.7235, BIMAS.IS:0.7176, EREGL.IS:0.6824, SISE.IS:0.6471, PETKM.IS:0.5382, ARCLK.IS:0.4324, KCHOL.IS:0.4235",-0.1663811179879108
2020-02-29,mixed_model,15,"ASELS.IS, TOASO.IS, FROTO.IS, TCELL.IS, BIMAS.IS, EREGL.IS, SISE.IS, PETKM.IS, ARCLK.IS, KCHOL.IS, YKBNK.IS, SAHOL.IS, GARAN.IS, TUPRS.IS, THYAO.IS","ASELS.IS:0.8971, TOASO.IS:0.8706, FROTO.IS:0.8324, TCELL.IS:0.7235, BIMAS.IS:0.7176, EREGL.IS:0.6824, SISE.IS:0.6471, PETKM.IS:0.5382, ARCLK.IS:0.4324, KCHOL.IS:0.4235, YKBNK.IS:0.3912, SAHOL.IS:0.3735, GARAN.IS:0.3618, TUPRS.IS:0.3500, THYAO.IS:0.3382",-0.17266677461328644
2020-02-29,momentum_heavy,3,"ASELS.IS, TOASO.IS, FROTO.IS","ASELS.IS:0.9485, TOASO.IS:0.8868, FROTO.IS:0.8662",-0.2492841758284933
2020-02-29,momentum_heavy,5,"ASELS.IS, TOASO.IS, FROTO.IS, TCELL.IS, BIMAS.IS","ASELS.IS:0.9485, TOASO.IS:0.8868, FROTO.IS:0.8662, TCELL.IS:0.7338, BIMAS.IS:0.7221",-0.1545519242467996
2020-02-29,momentum_heavy,10,"ASELS.IS, TOASO.IS, FROTO.IS, TCELL.IS, BIMAS.IS, EREGL.IS, SISE.IS, PETKM.IS, ARCLK.IS, KCHOL.IS","ASELS.IS:0.9485, TOASO.IS:0.8868, FROTO.IS:0.8662, TCELL.IS:0.7338, BIMAS.IS:0.7221, EREGL.IS:0.7074, SISE.IS:0.6735, PETKM.IS:0.5824, ARCLK.IS:0.4235, KCHOL.IS:0.3853",-0.1663811179879108
2020-02-29,momentum_heavy,15,"ASELS.IS, TOASO.IS, FROTO.IS, TCELL.IS, BIMAS.IS, EREGL.IS, SISE.IS, PETKM.IS, ARCLK.IS, KCHOL.IS, YKBNK.IS, GARAN.IS, SAHOL.IS, THYAO.IS, TUPRS.IS","ASELS.IS:0.9485, TOASO.IS:0.8868, FROTO.IS:0.8662, TCELL.IS:0.7338, BIMAS.IS:0.7221, EREGL.IS:0.7074, SISE.IS:0.6735, PETKM.IS:0.5824, ARCLK.IS:0.4235, KCHOL.IS:0.3853, YKBNK.IS:0.3588, GARAN.IS:0.3529, SAHOL.IS:0.3441, THYAO.IS:0.3441, TUPRS.IS:0.2853",-0.17266677461328644
2020-02-29,trend_following,3,"ASELS.IS, FROTO.IS, TOASO.IS","ASELS.IS:0.9412, FROTO.IS:0.8853, TOASO.IS:0.8588",-0.2492841758284933
2020-02-29,trend_following,5,"ASELS.IS, FROTO.IS, TOASO.IS, TCELL.IS, BIMAS.IS","ASELS.IS:0.9412, FROTO.IS:0.8853, TOASO.IS:0.8588, TCELL.IS:0.7471, BIMAS.IS:0.7441",-0.1545519242467996
2020-02-29,trend_following,10,"ASELS.IS, FROTO.IS, TOASO.IS, TCELL.IS, BIMAS.IS, EREGL.IS, SISE.IS, PETKM.IS, ARCLK.IS, YKBNK.IS","ASELS.IS:0.9412, FROTO.IS:0.8853, TOASO.IS:0.8588, TCELL.IS:0.7471, BIMAS.IS:0.7441, EREGL.IS:0.7235, SISE.IS:0.5765, PETKM.IS:0.5147, ARCLK.IS:0.4059, YKBNK.IS:0.3824",-0.1613996194369503
2020-02-29,trend_following,15,"ASELS.IS, FROTO.IS, TOASO.IS, TCELL.IS, BIMAS.IS, EREGL.IS, SISE.IS, PETKM.IS, ARCLK.IS, YKBNK.IS, KCHOL.IS, GARAN.IS, SAHOL.IS, THYAO.IS, TUPRS.IS","ASELS.IS:0.9412, FROTO.IS:0.8853, TOASO.IS:0.8588, TCELL.IS:0.7471, BIMAS.IS:0.7441, EREGL.IS:0.7235, SISE.IS:0.5765, PETKM.IS:0.5147, ARCLK.IS:0.4059, YKBNK.IS:0.3824, KCHOL.IS:0.3794, GARAN.IS:0.3647, SAHOL.IS:0.3588, THYAO.IS:0.3353, TUPRS.IS:0.3088",-0.17266677461328644
2020-02-29,volume_heavy,3,"ASELS.IS, TOASO.IS, FROTO.IS","ASELS.IS:0.8941, TOASO.IS:0.8912, FROTO.IS:0.7794",-0.2492841758284933
2020-02-29,volume_heavy,5,"ASELS.IS, TOASO.IS, FROTO.IS, SISE.IS, TCELL.IS","ASELS.IS:0.8941, TOASO.IS:0.8912, FROTO.IS:0.7794, SISE.IS:0.7059, TCELL.IS:0.6382",-0.1972822880248343
2020-02-29,volume_heavy,10,"ASELS.IS, TOASO.IS, FROTO.IS, SISE.IS, TCELL.IS, BIMAS.IS, YKBNK.IS, EREGL.IS, KCHOL.IS, SAHOL.IS","ASELS.IS:0.8941, TOASO.IS:0.8912, FROTO.IS:0.7794, SISE.IS:0.7059, TCELL.IS:0.6382, BIMAS.IS:0.6000, YKBNK.IS:0.5676, EREGL.IS:0.5206, KCHOL.IS:0.5088, SAHOL.IS:0.4500",-0.15370073586631033
2020-02-29,volume_heavy,15,"ASELS.IS, TOASO.IS, FROTO.IS, SISE.IS, TCELL.IS, BIMAS.IS, YKBNK.IS, EREGL.IS, KCHOL.IS, SAHOL.IS, TUPRS.IS, GARAN.IS, PETKM.IS, THYAO.IS, ARCLK.IS","ASELS.IS:0.8941, TOASO.IS:0.8912, FROTO.IS:0.7794, SISE.IS:0.7059, TCELL.IS:0.6382, BIMAS.IS:0.6000, YKBNK.IS:0.5676, EREGL.IS:0.5206, KCHOL.IS:0.5088, SAHOL.IS:0.4500, TUPRS.IS:0.4412, GARAN.IS:0.4088, PETKM.IS:0.4000, THYAO.IS:0.3735, ARCLK.IS:0.3441",-0.17266677461328647
2020-03-31,low_volatility,3,"BIMAS.IS, EREGL.IS, TCELL.IS","BIMAS.IS:0.9412, EREGL.IS:0.8618, TCELL.IS:0.7971",0.10177813190527633
2020-03-31,low_volatility,5,"BIMAS.IS, EREGL.IS, TCELL.IS, ASELS.IS, SAHOL.IS","BIMAS.IS:0.9412, EREGL.IS:0.8618, TCELL.IS:0.7971, ASELS.IS:0.6088, SAHOL.IS:0.5882",0.11814417901960206
2020-03-31,low_volatility,10,"BIMAS.IS, EREGL.IS, TCELL.IS, ASELS.IS, SAHOL.IS, AKBNK.IS, PETKM.IS, SISE.IS, YKBNK.IS, ARCLK.IS","BIMAS.IS:0.9412, EREGL.IS:0.8618, TCELL.IS:0.7971, ASELS.IS:0.6088, SAHOL.IS:0.5882, AKBNK.IS:0.5706, PETKM.IS:0.5676, SISE.IS:0.5471, YKBNK.IS:0.4765, ARCLK.IS:0.4706",0.13218848073069586
2020-03-31,low_volatility,15,"BIMAS.IS, EREGL.IS, TCELL.IS, ASELS.IS, SAHOL.IS, AKBNK.IS, PETKM.IS, SISE.IS, YKBNK.IS, ARCLK.IS, GARAN.IS, TUPRS.IS, TOASO.IS, KCHOL.IS, FROTO.IS","BIMAS.IS:0.9412, EREGL.IS:0.8618, TCELL.IS:0.7971, ASELS.IS:0.6088, SAHOL.IS:0.5882, AKBNK.IS:0.5706, PETKM.IS:0.5676, SISE.IS:0.5471, YKBNK.IS:0.4765, ARCLK.IS:0.4706, GARAN.IS:0.4706, TUPRS.IS:0.4676, TOASO.IS:0.4176, KCHOL.IS:0.4059, FROTO.IS:0.3882",0.15798196806987488
2020-03-31,mixed_model,3,"BIMAS.IS, EREGL.IS, ASELS.IS","BIMAS.IS:0.9324, EREGL.IS:0.8412, ASELS.IS:0.8059",0.10864067377282212
2020-03-31,mixed_model,5,"BIMAS.IS, EREGL.IS, ASELS.IS, TCELL.IS, SISE.IS","BIMAS.IS:0.9324, EREGL.IS:0.8412, ASELS.IS:0.8059, TCELL.IS:0.7971, SISE.IS:0.5971",0.12683777553003658
2020-03-31,mixed_model,10,"BIMAS.IS, EREGL.IS, ASELS.IS, TCELL.IS, SISE.IS, GARAN.IS, SAHOL.IS, PETKM.IS, YKBNK.IS, AKBNK.IS","BIMAS.IS:0.9324, EREGL.IS:0.8412, ASELS.IS:0.8059, TCELL.IS:0.7971, SISE.IS:0.5971, GARAN.IS:0.5912, SAHOL.IS:0.5735, PETKM.IS:0.5618, YKBNK.IS:0.5206, AKBNK.IS:0.4794",0.11188354384687187
2020-03-31,mixed_model,15,"BIMAS.IS, EREGL.IS, ASELS.IS, TCELL.IS, SISE.IS, GARAN.IS, SAHOL.IS, PETKM.IS, YKBNK.IS, AKBNK.IS, FROTO.IS, TOASO.IS, ARCLK.IS, KCHOL.IS, THYAO.IS","BIMAS.IS:0.9324, EREGL.IS:0.8412, ASELS.IS:0.8059, TCELL.IS:0.7971, SISE.IS:0.5971, GARAN.IS:0.5912, SAHOL.IS:0.5735, PETKM.IS:0.5618, YKBNK.IS:0.5206, AKBNK.IS:0.4794, FROTO.IS:0.4588, TOASO.IS:0.4382, ARCLK.IS:0.3294, KCHOL.IS:0.3235, THYAO.IS:0.2912",0.15712727840380458
2020-03-31,momentum_heavy,3,"BIMAS.IS, EREGL.IS, ASELS.IS","BIMAS.IS:0.9353, EREGL.IS:0.8706, ASELS.IS:0.8588",0.10864067377282212
2020-03-31,momentum_heavy,5,"BIMAS.IS, EREGL.IS, ASELS.IS, TCELL.IS, SISE.IS","BIMAS.IS:0.9353, EREGL.IS:0.8706, ASELS.IS:0.8588, TCELL.IS:0.8294, SISE.IS:0.6529",0.12683777553003658
2020-03-31,momentum_heavy,10,"BIMAS.IS, EREGL.IS, ASELS.IS, TCELL.IS, SISE.IS, PETKM.IS, SAHOL.IS, GARAN.IS, YKBNK.IS, FROTO.IS","BIMAS.IS:0.9353, EREGL.IS:0.8706, ASELS.IS:0.8588, TCELL.IS:0.8294, SISE.IS:0.6529, PETKM.IS:0.5971, SAHOL.IS:0.5971, GARAN.IS:0.5941, YKBNK.IS:0.5059, FROTO.IS:0.4529",0.13913114355528372
2020-03-31,momentum_heavy,15,"BIMAS.IS, EREGL.IS, ASELS.IS, TCELL.IS, SISE.IS, PETKM.IS, SAHOL.IS, GARAN.IS, YKBNK.IS, FROTO.IS, AKBNK.IS, TOASO.IS, THYAO.IS, KCHOL.IS, ARCLK.IS","BIMAS.IS:0.9353, EREGL.IS:0.8706, ASELS.IS:0.8588, TCELL.IS:0.8294, SISE.IS:0.6529, PETKM.IS:0.5971, SAHOL.IS:0.5971, GARAN.IS:0.5941, YKBNK.IS:0.5059, FROTO.IS:0.4529, AKBNK.IS:0.4412, TOASO.IS:0.4412, THYAO.IS:0.3000, KCHOL.IS:0.2971, ARCLK.IS:0.2824",0.1571272784038046
2020-03-31,trend_following,3,"BIMAS.IS, ASELS.IS, EREGL.IS","BIMAS.IS:0.9500, ASELS.IS:0.8735, EREGL.IS:0.7588",0.10864067377282212
2020-03-31,trend_following,5,"BIMAS.IS, ASELS.IS, EREGL.IS, TCELL.IS, SISE.IS","BIMAS.IS:0.9500, ASELS.IS:0.8735, EREGL.IS:0.7588, TCELL.IS:0.7324, SISE.IS:0.5941",0.12683777553003658
2020-03-31,trend_following,10,"BIMAS.IS, ASELS.IS, EREGL.IS, TCELL.IS, SISE.IS, PETKM.IS, SAHOL.IS, GARAN.IS, YKBNK.IS, FROTO.IS","BIMAS.IS:0.9500, ASELS.IS:0.8735, EREGL.IS:0.7588, TCELL.IS:0.7324, SISE.IS:0.5941, PETKM.IS:0.5647, SAHOL.IS:0.5588, GARAN.IS:0.5529, YKBNK.IS:0.5059, FROTO.IS:0.4676",0.13913114355528372
2020-03-31,trend_following,15,"BIMAS.IS, ASELS.IS, EREGL.IS, TCELL.IS, SISE.IS, PETKM.IS, SAHOL.IS, GARAN.IS, YKBNK.IS, FROTO.IS, AKBNK.IS, TOASO.IS, KCHOL.IS, ARCLK.IS, THYAO.IS","BIMAS.IS:0.9500, ASELS.IS:0.8735, EREGL.IS:0.7588, TCELL.IS:0.7324, SISE.IS:0.5941, PETKM.IS:0.5647, SAHOL.IS:0.5588, GARAN.IS:0.5529, YKBNK.IS:0.5059, FROTO.IS:0.4676, AKBNK.IS:0.4529, TOASO.IS:0.4500, KCHOL.IS:0.3471, ARCLK.IS:0.3412, THYAO.IS:0.3324",0.15712727840380458
2020-03-31,volume_heavy,3,"BIMAS.IS, EREGL.IS, ASELS.IS","BIMAS.IS:0.9059, EREGL.IS:0.7706, ASELS.IS:0.7441",0.10864067377282212
2020-03-31,volume_heavy,5,"BIMAS.IS, EREGL.IS, ASELS.IS, TCELL.IS, GARAN.IS","BIMAS.IS:0.9059, EREGL.IS:0.7706, ASELS.IS:0.7441, TCELL.IS:0.7294, GARAN.IS:0.7088",0.0945226623984623
2020-03-31,volume_heavy,10,"BIMAS.IS, EREGL.IS, ASELS.IS, TCELL.IS, GARAN.IS, YKBNK.IS, AKBNK.IS, FROTO.IS, SAHOL.IS, SISE.IS","BIMAS.IS:0.9059, EREGL.IS:0.7706, ASELS.IS:0.7441, TCELL.IS:0.7294, GARAN.IS:0.7088, YKBNK.IS:0.6265, AKBNK.IS:0.5559, FROTO.IS:0.5265, SAHOL.IS:0.4971, SISE.IS:0.4441",0.12611361990656106
2020-03-31,volume_heavy,15,"BIMAS.IS, EREGL.IS, ASELS.IS, TCELL.IS, GARAN.IS, YKBNK.IS, AKBNK.IS, FROTO.IS, SAHOL.IS, SISE.IS, PETKM.IS, TOASO.IS, PGSUS.IS, ARCLK.IS, KCHOL.IS","BIMAS.IS:0.9059, EREGL.IS:0.7706, ASELS.IS:0.7441, TCELL.IS:0.7294, GARAN.IS:0.7088, YKBNK.IS:0.6265, AKBNK.IS:0.5559, FROTO.IS:0.5265, SAHOL.IS:0.4971, SISE.IS:0.4441, PETKM.IS:0.4382, TOASO.IS:0.4235, PGSUS.IS:0.4176, ARCLK.IS:0.3647, KCHOL.IS:0.3353",0.18164581876433944
2020-04-30,low_volatility,3,"TCELL.IS, BIMAS.IS, EREGL.IS","TCELL.IS:0.8147, BIMAS.IS:0.8029, EREGL.IS:0.7853",0.04238833326205749
2020-04-30,low_volatility,5,"TCELL.IS, BIMAS.IS, EREGL.IS, SISE.IS, SAHOL.IS","TCELL.IS:0.8147, BIMAS.IS:0.8029, EREGL.IS:0.7853, SISE.IS:0.6824, SAHOL.IS:0.6176",0.03778013545690928
2020-04-30,low_volatility,10,"TCELL.IS, BIMAS.IS, EREGL.IS, SISE.IS, SAHOL.IS, PETKM.IS, TOASO.IS, ASELS.IS, ARCLK.IS, FROTO.IS","TCELL.IS:0.8147, BIMAS.IS:0.8029, EREGL.IS:0.7853, SISE.IS:0.6824, SAHOL.IS:0.6176, PETKM.IS:0.6059, TOASO.IS:0.5853, ASELS.IS:0.5735, ARCLK.IS:0.5265, FROTO.IS:0.5147",0.024910833596785677
2020-04-30,low_volatility,15,"TCELL.IS, BIMAS.IS, EREGL.IS, SISE.IS, SAHOL.IS, PETKM.IS, TOASO.IS, ASELS.IS, ARCLK.IS, FROTO.IS, TUPRS.IS, AKBNK.IS, KCHOL.IS, YKBNK.IS, PGSUS.IS","TCELL.IS:0.8147, BIMAS.IS:0.8029, EREGL.IS:0.7853, SISE.IS:0.6824, SAHOL.IS:0.6176, PETKM.IS:0.6059, TOASO.IS:0.5853, ASELS.IS:0.5735, ARCLK.IS:0.5265, FROTO.IS:0.5147, TUPRS.IS:0.4853, AKBNK.IS:0.4265, KCHOL.IS:0.4176, YKBNK.IS:0.3088, PGSUS.IS:0.3059",0.026816188926770484
2020-04-30,mixed_model,3,"BIMAS.IS, TCELL.IS, TOASO.IS","BIMAS.IS:0.7324, TCELL.IS:0.7206, TOASO.IS:0.7206",0.04622962482915131
2020-04-30,mixed_model,5,"BIMAS.IS, TCELL.IS, TOASO.IS, ASELS.IS, FROTO.IS","BIMAS.IS:0.7324, TCELL.IS:0.7206, TOASO.IS:0.7206, ASELS.IS:0.7176, FROTO.IS:0.6706",0.045531773004842305
2020-04-30,mixed_model,10,"BIMAS.IS, TCELL.IS, TOASO.IS, ASELS.IS, FROTO.IS, SISE.IS, EREGL.IS, PETKM.IS, ARCLK.IS, SAHOL.IS","BIMAS.IS:0.7324, TCELL.IS:0.7206, TOASO.IS:0.7206, ASELS.IS:0.7176, FROTO.IS:0.6706, SISE.IS:0.6382, EREGL.IS:0.6294, PETKM.IS:0.6147, ARCLK.IS:0.5588, SAHOL.IS:0.5206",0.024910833596785677
2020-04-30,mixed_model,15,"BIMAS.IS, TCELL.IS, TOASO.IS, ASELS.IS, FROTO.IS, SISE.IS, EREGL.IS, PETKM.IS, ARCLK.IS, SAHOL.IS, PGSUS.IS, TUPRS.IS, KCHOL.IS, THYAO.IS, YKBNK.IS","BIMAS.IS:0.7324, TCELL.IS:0.7206, TOASO.IS:0.7206, ASELS.IS:0.7176, FROTO.IS:0.6706, SISE.IS:0.6382, EREGL.IS:0.6294, PETKM.IS:0.6147, ARCLK.IS:0.5588, SAHOL.IS:0.5206, PGSUS.IS:0.4647, TUPRS.IS:0.4500, KCHOL.IS:0.3971, THYAO.IS:0.3706, YKBNK.IS:0.2824",0.040502057631593986
2020-04-30,momentum_heavy,3,"ASELS.IS, TOASO.IS, BIMAS.IS","ASELS.IS:0.7794, TOASO.IS:0.7794, BIMAS.IS:0.7206",0.08614109826960974
2020-04-30,momentum_heavy,5,"ASELS.IS, TOASO.IS, BIMAS.IS, FROTO.IS, TCELL.IS","ASELS.IS:0.7794, TOASO.IS:0.7794, BIMAS.IS:0.7206, FROTO.IS:0.7147, TCELL.IS:0.7118",0.045531773004842305
2020-04-30,momentum_heavy,10,"ASELS.IS, TOASO.IS, BIMAS.IS, FROTO.IS, TCELL.IS, SISE.IS, PETKM.IS, EREGL.IS, ARCLK.IS, SAHOL.IS","ASELS.IS:0.7794, TOASO.IS:0.7794, BIMAS.IS:0.7206, FROTO.IS:0.7147, TCELL.IS:0.7118, SISE.IS:0.6618, PETKM.IS:0.6118, EREGL.IS:0.6088, ARCLK.IS:0.5471, SAHOL.IS:0.5176",0.024910833596785677
2020-04-30,momentum_heavy,15,"ASELS.IS, TOASO.IS, BIMAS.IS, FROTO.IS, TCELL.IS, SISE.IS, PETKM.IS, EREGL.IS, ARCLK.IS, SAHOL.IS, PGSUS.IS, TUPRS.IS, THYAO.IS, KCHOL.IS, YKBNK.IS","ASELS.IS:0.7794, TOASO.IS:0.7794, BIMAS.IS:0.7206, FROTO.IS:0.7147, TCELL.IS:0.7118, SISE.IS:0.6618, PETKM.IS:0.6118, EREGL.IS:0.6088, ARCLK.IS:0.5471, SAHOL.IS:0.5176, PGSUS.IS:0.4647, TUPRS.IS:0.4324, THYAO.IS:0.4059, KCHOL.IS:0.3706, YKBNK.IS:0.2676",0.040502057631593986
2020-04-30,trend_following,3,"ASELS.IS, TOASO.IS, BIMAS.IS","ASELS.IS:0.7882, TOASO.IS:0.7735, BIMAS.IS:0.7676",0.08614109826960974
2020-04-30,trend_following,5,"ASELS.IS, TOASO.IS, BIMAS.IS, TCELL.IS, FROTO.IS","ASELS.IS:0.7882, TOASO.IS:0.7735, BIMAS.IS:0.7676, TCELL.IS:0.7559, FROTO.IS:0.7294",0.045531773004842305
2020-04-30,trend_following,10,"ASELS.IS, TOASO.IS, BIMAS.IS, TCELL.IS, FROTO.IS, SISE.IS, EREGL.IS, PETKM.IS, ARCLK.IS, SAHOL.IS","ASELS.IS:0.7882, TOASO.IS:0.7735, BIMAS.IS:0.7676, TCELL.IS:0.7559, FROTO.IS:0.7294, SISE.IS:0.6941, EREGL.IS:0.6735, PETKM.IS:0.5676, ARCLK.IS:0.5029, SAHOL.IS:0.4941",0.024910833596785677
2020-04-30,trend_following,15,"ASELS.IS, TOASO.IS, BIMAS.IS, TCELL.IS, FROTO.IS, SISE.IS, EREGL.IS, PETKM.IS, ARCLK.IS, SAHOL.IS, PGSUS.IS, TUPRS.IS, THYAO.IS, KCHOL.IS, YKBNK.IS","ASELS.IS:0.7882, TOASO.IS:0.7735, BIMAS.IS:0.7676, TCELL.IS:0.7559, FROTO.IS:0.7294, SISE.IS:0.6941, EREGL.IS:0.6735, PETKM.IS:0.5676, ARCLK.IS:0.5029, SAHOL.IS:0.4941, PGSUS.IS:0.4324, TUPRS.IS:0.4294, THYAO.IS:0.3882, KCHOL.IS:0.3882, YKBNK.IS:0.2265",0.040502057631593986
2020-04-30,volume_heavy,3,"BIMAS.IS, PETKM.IS, ARCLK.IS","BIMAS.IS:0.6882, PETKM.IS:0.6706, ARCLK.IS:0.6618",0.038174407154456046
2020-04-30,volume_heavy,5,"BIMAS.IS, PETKM.IS, ARCLK.IS, TCELL.IS, PGSUS.IS","BIMAS.IS:0.6882, PETKM.IS:0.6706, ARCLK.IS:0.6618, TCELL.IS:0.6471, PGSUS.IS:0.6265",0.04367323248518329
2020-04-30,volume_heavy,10,"BIMAS.IS, PETKM.IS, ARCLK.IS, TCELL.IS, PGSUS.IS, FROTO.IS, TOASO.IS, ASELS.IS, EREGL.IS, TUPRS.IS","BIMAS.IS:0.6882, PETKM.IS:0.6706, ARCLK.IS:0.6618, TCELL.IS:0.6471, PGSUS.IS:0.6265, FROTO.IS:0.6176, TOASO.IS:0.6000, ASELS.IS:0.5765, EREGL.IS:0.5206, TUPRS.IS:0.5147",0.024803074036151417
2020-04-30,volume_heavy,15,"BIMAS.IS, PETKM.IS, ARCLK.IS, TCELL.IS, PGSUS.IS, FROTO.IS, TOASO.IS, ASELS.IS, EREGL.IS, TUPRS.IS, KCHOL.IS, SISE.IS, SAHOL.IS, GARAN.IS, AKBNK.IS","BIMAS.IS:0.6882, PETKM.IS:0.6706, ARCLK.IS:0.6618, TCELL.IS:0.6471, PGSUS.IS:0.6265, FROTO.IS:0.6176, TOASO.IS:0.6000, ASELS.IS:0.5765, EREGL.IS:0.5206, TUPRS.IS:0.5147, KCHOL.IS:0.4912, SISE.IS:0.4794, SAHOL.IS:0.4618, GARAN.IS:0.4029, AKBNK.IS:0.3971",0.017577830718401244
2020-05-31,low_volatility,3,"BIMAS.IS, TCELL.IS, EREGL.IS","BIMAS.IS:0.8515, TCELL.IS:0.7779, EREGL.IS:0.7632",0.11439605046710155
2020-05-31,low_volatility,5,"BIMAS.IS, TCELL.IS, EREGL.IS, SAHOL.IS, SISE.IS","BIMAS.IS:0.8515, TCELL.IS:0.7779, EREGL.IS:0.7632, SAHOL.IS:0.6794, SISE.IS:0.6632",0.11296973111416833
2020-05-31,low_volatility,10,"BIMAS.IS, TCELL.IS, EREGL.IS, SAHOL.IS, SISE.IS, ASELS.IS, TOASO.IS, PETKM.IS, YKBNK.IS, KCHOL.IS","BIMAS.IS:0.8515, TCELL.IS:0.7779, EREGL.IS:0.7632, SAHOL.IS:0.6794, SISE.IS:0.6632, ASELS.IS:0.6221, TOASO.IS:0.5721, PETKM.IS:0.5382, YKBNK.IS:0.5206, KCHOL.IS:0.4382",0.11913908947465657
2020-05-31,low_volatility,15,"BIMAS.IS, TCELL.IS, EREGL.IS, SAHOL.IS, SISE.IS, ASELS.IS, TOASO.IS, PETKM.IS, YKBNK.IS, KCHOL.IS, AKBNK.IS, FROTO.IS, THYAO.IS, ARCLK.IS, TUPRS.IS","BIMAS.IS:0.8515, TCELL.IS:0.7779, EREGL.IS:0.7632, SAHOL.IS:0.6794, SISE.IS:0.6632, ASELS.IS:0.6221, TOASO.IS:0.5721, PETKM.IS:0.5382, YKBNK.IS:0.5206, KCHOL.IS:0.4382, AKBNK.IS:0.4368, FROTO.IS:0.4250, THYAO.IS:0.4191, ARCLK.IS:0.4118, TUPRS.IS:0.3588",0.112268934225927
2020-05-31,mixed_model,3,"BIMAS.IS, ASELS.IS, TOASO.IS","BIMAS.IS:0.9118, ASELS.IS:0.7824, TOASO.IS:0.7353",0.10012566890548251
2020-05-31,mixed_model,5,"BIMAS.IS, ASELS.IS, TOASO.IS, EREGL.IS, TCELL.IS","BIMAS.IS:0.9118, ASELS.IS:0.7824, TOASO.IS:0.7353, EREGL.IS:0.6412, TCELL.IS:0.6294",0.11282844583956302
2020-05-31,mixed_model,10,"BIMAS.IS, ASELS.IS, TOASO.IS, EREGL.IS, TCELL.IS, SAHOL.IS, SISE.IS, THYAO.IS, YKBNK.IS, FROTO.IS","BIMAS.IS:0.9118, ASELS.IS:0.7824, TOASO.IS:0.7353, EREGL.IS:0.6412, TCELL.IS:0.6294, SAHOL.IS:0.6059, SISE.IS:0.5912, THYAO.IS:0.5471, YKBNK.IS:0.5147, FROTO.IS:0.5118",0.1011248852185224
2020-05-31,mixed_model,15,"BIMAS.IS, ASELS.IS, TOASO.IS, EREGL.IS, TCELL.IS, SAHOL.IS, SISE.IS, THYAO.IS, YKBNK.IS, FROTO.IS, PETKM.IS, KCHOL.IS, PGSUS.IS, ARCLK.IS, AKBNK.IS","BIMAS.IS:0.9118, ASELS.IS:0.7824, TOASO.IS:0.7353, EREGL.IS:0.6412, TCELL.IS:0.6294, SAHOL.IS:0.6059, SISE.IS:0.5912, THYAO.IS:0.5471, YKBNK.IS:0.5147, FROTO.IS:0.5118, PETKM.IS:0.4971, KCHOL.IS:0.4824, PGSUS.IS:0.4294, ARCLK.IS:0.3971, AKBNK.IS:0.2676",0.10487855645827122
2020-05-31,momentum_heavy,3,"BIMAS.IS, ASELS.IS, TOASO.IS","BIMAS.IS:0.9279, ASELS.IS:0.8544, TOASO.IS:0.7721",0.10012566890548251
2020-05-31,momentum_heavy,5,"BIMAS.IS, ASELS.IS, TOASO.IS, SAHOL.IS, EREGL.IS","BIMAS.IS:0.9279, ASELS.IS:0.8544, TOASO.IS:0.7721, SAHOL.IS:0.6176, EREGL.IS:0.6103",0.09205963801428699
2020-05-31,momentum_heavy,10,"BIMAS.IS, ASELS.IS, TOASO.IS, SAHOL.IS, EREGL.IS, SISE.IS, TCELL.IS, THYAO.IS, FROTO.IS, YKBNK.IS","BIMAS.IS:0.9279, ASELS.IS:0.8544, TOASO.IS:0.7721, SAHOL.IS:0.6176, EREGL.IS:0.6103, SISE.IS:0.6015, TCELL.IS:0.5956, THYAO.IS:0.5897, FROTO.IS:0.5309, YKBNK.IS:0.5265",0.1011248852185224
2020-05-31,momentum_heavy,15,"BIMAS.IS, ASELS.IS, TOASO.IS, SAHOL.IS, EREGL.IS, SISE.IS, TCELL.IS, THYAO.IS, FROTO.IS, YKBNK.IS, PETKM.IS, PGSUS.IS, KCHOL.IS, ARCLK.IS, TUPRS.IS","BIMAS.IS:0.9279, ASELS.IS:0.8544, TOASO.IS:0.7721, SAHOL.IS:0.6176, EREGL.IS:0.6103, SISE.IS:0.6015, TCELL.IS:0.5956, THYAO.IS:0.5897, FROTO.IS:0.5309, YKBNK.IS:0.5265, PETKM.IS:0.5059, PGSUS.IS:0.4882, KCHOL.IS:0.4618, ARCLK.IS:0.3618, TUPRS.IS:0.2088",0.1032174706833232
2020-05-31,trend_following,3,"BIMAS.IS, ASELS.IS, TOASO.IS","BIMAS.IS:0.8941, ASELS.IS:0.8235, TOASO.IS:0.7706",0.10012566890548251
2020-05-31,trend_following,5,"BIMAS.IS, ASELS.IS, TOASO.IS, EREGL.IS, SISE.IS","BIMAS.IS:0.8941, ASELS.IS:0.8235, TOASO.IS:0.7706, EREGL.IS:0.6706, SISE.IS:0.6676",0.0973340251816063
